id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,lat,lon,tweet_created,tweet_location,user_timezone
2730,negative,1,Late Flight,0.6378,United,-118.385912,tjny753,-118.385912,0,@united That was the problem.  We were being told the aircraft was on its way.,40.74804263,-118.385912,2/20/2015 16:33,"Elmira, NY",-118.385912
2731,negative,0.684,Late Flight,0.3499,United,-118.385912,Charlie_Mich,-118.385912,1,@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,40.74804263,-118.385912,2/20/2015 16:32,-118.385912,-118.385912
2732,negative,1,Can't Tell,0.684,United,-118.385912,thebadvillain,-118.385912,1,@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs,40.74804263,-118.385912,2/20/2015 16:30,-118.385912,-118.385912
2733,negative,1,Late Flight,1,United,-118.385912,JW_Blocker,-118.385912,1,@united you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.,40.74804263,-118.385912,2/20/2015 16:24,-118.385912,-118.385912
2734,negative,1,Lost Luggage,0.3407,United,-118.385912,iamawarplane,-118.385912,0,@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,40.74804263,-118.385912,2/20/2015 16:20,"Austin, Texas",-118.385912
2735,negative,0.6942,Late Flight,0.3702,United,-118.385912,Charlie_Mich,-118.385912,0,@united now I'll probably miss my next connection!,40.74804263,-118.385912,2/20/2015 16:20,-118.385912,-118.385912
2736,neutral,1,-118.385912,-118.385912,United,-118.385912,suijuris,-118.385912,0,@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,40.64993239,-73.78249589,2/20/2015 16:18,"New York, NY",Eastern Time (US & Canada)
2737,negative,1,Late Flight,1,United,-118.385912,Charlie_Mich,-118.385912,0,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,40.74804263,-118.385912,2/20/2015 16:18,-118.385912,-118.385912
2738,negative,1,Late Flight,1,United,-118.385912,Schlubach,-118.385912,1,"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",40.74804263,-118.385912,2/20/2015 16:18,NY,Quito
2739,negative,1,Late Flight,1,United,-118.385912,Charlie_Mich,-118.385912,0,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,40.74804263,-118.385912,2/20/2015 16:16,-118.385912,-118.385912
2740,negative,1,Customer Service Issue,1,United,-118.385912,ellembee,-118.385912,0,@united I didn't get a message from you. I'll resend numbers.,40.74804263,-118.385912,2/20/2015 16:13,chicago,Central Time (US & Canada)
2741,neutral,0.6735,-118.385912,0,United,-118.385912,takwind_,-118.385912,0,"@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall",40.74804263,-118.385912,2/20/2015 16:12,New York | Nomad,Eastern Time (US & Canada)
2742,negative,1,Bad Flight,1,United,-118.385912,StephanieWeyant,-118.385912,0,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,40.74804263,-118.385912,2/20/2015 16:10,New York City,-118.385912
2743,negative,0.7118,longlines,0.3667,United,-118.385912,archivelle,-118.385912,0,@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.,40.74804263,-118.385912,2/20/2015 16:10,New York,-118.385912
2744,negative,1,Can't Tell,0.6656,United,-118.385912,KatieJelen,-118.385912,0,"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA",40.74804263,-118.385912,2/20/2015 16:04,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
2745,positive,1,-118.385912,-118.385912,United,-118.385912,livingextreme,-118.385912,0,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,40.74804263,-118.385912,2/20/2015 16:00,"Grand Junction, Colorado",-118.385912
2746,positive,1,-118.385912,-118.385912,United,-118.385912,Mimsw,-118.385912,0,@united Gate Agent Alavera is amazing,40.74804263,-118.385912,2/20/2015 15:58,"Boulder, CO",Mountain Time (US & Canada)
2747,negative,0.6842,Can't Tell,0.6842,United,-118.385912,KatieJelen,-118.385912,1,@united I need you...to be a better airline. ^LOL,40.74804263,-118.385912,2/20/2015 15:56,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
2748,negative,1,Flight Attendant Complaints,1,United,-118.385912,EddieUmphrey,-118.385912,1,@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,40.74804263,-118.385912,2/20/2015 15:55,"MN, MI, NM",Eastern Time (US & Canada)
2749,positive,1,-118.385912,-118.385912,United,-118.385912,KennethRMurray,-118.385912,0,@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,40.74804263,-118.385912,2/20/2015 15:54,"Kenosha, WI",Central Time (US & Canada)
2750,negative,1,Lost Luggage,1,United,-118.385912,chozee1,-118.385912,0,@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,40.74804263,-118.385912,2/20/2015 15:53,"Clifton, NJ",-118.385912
2751,negative,1,Customer Service Issue,0.6329,United,-118.385912,jbersack,-118.385912,1,@united Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!,40.74804263,-118.385912,2/20/2015 15:52,"ÜT: 38.763515,-77.718226",Eastern Time (US & Canada)
2752,negative,1,Bad Flight,1,United,-118.385912,BurkeCherrie,-118.385912,0,"@united cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad http://t.co/xhlc30MTfF",40.74804263,-118.385912,2/20/2015 15:49,"Brooklyn, NY",Eastern Time (US & Canada)
2753,negative,1,Late Flight,0.6526,United,-118.385912,Schlubach,-118.385912,1,"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE",40.74804263,-118.385912,2/20/2015 15:46,NY,Quito
2754,neutral,1,-118.385912,-118.385912,United,-118.385912,aushianya,-118.385912,0,@united I just had an interview how long does it take before you hear back,40.74804263,-118.385912,2/20/2015 15:44,-118.385912,-118.385912
2755,negative,1,Customer Service Issue,0.6619,United,-118.385912,iamawarplane,-118.385912,1,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,40.74804263,-118.385912,2/20/2015 15:43,"Austin, Texas",-118.385912
2756,negative,1,Can't Tell,1,United,-118.385912,jayw329,-118.385912,0,@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies,40.74804263,-118.385912,2/20/2015 15:42,"New York, NY",Eastern Time (US & Canada)
2757,negative,0.6633,Can't Tell,0.3367,United,-118.385912,jayw329,-118.385912,0,@united already Flight Booking Problems next week's trip on @AmericanAir  thanks for making the choice so easy #disunited #unfriendlyskies #servicefail,40.74804263,-118.385912,2/20/2015 15:39,"New York, NY",Eastern Time (US & Canada)
2758,positive,1,-118.385912,-118.385912,United,-118.385912,nfriesen1,-118.385912,0,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",49.73717309,-96.67646776,2/20/2015 15:39,"Winnipeg, MB Canada",Central Time (US & Canada)
2759,negative,0.6878,Can't Tell,0.3541,United,-118.385912,archivelle,-118.385912,0,"@united Also, group 5 is total BS.",40.74804263,-118.385912,2/20/2015 15:39,New York,-118.385912
2760,negative,1,Late Flight,0.6657,United,-118.385912,archivelle,-118.385912,1,@united Don't ask me to be patient without offering something in return.,40.74804263,-118.385912,2/20/2015 15:38,New York,-118.385912
2761,negative,1,Late Flight,0.6154,United,-118.385912,4wordSOUL,-118.385912,1,"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",40.74804263,-118.385912,2/20/2015 15:37,"Denver, CO",Mountain Time (US & Canada)
2762,negative,1,Bad Flight,0.697,United,-118.385912,jayw329,-118.385912,0,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,40.74804263,-118.385912,2/20/2015 15:36,"New York, NY",Eastern Time (US & Canada)
2763,positive,1,-118.385912,-118.385912,United,-118.385912,CEUGRATN,-118.385912,0,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,40.74804263,-118.385912,2/20/2015 15:33,-118.385912,Central Time (US & Canada)
2764,neutral,1,-118.385912,-118.385912,United,-118.385912,JPKirchmeier,-118.385912,0,"@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?",40.74804263,-118.385912,2/20/2015 15:33,"Evanston, IL",Central Time (US & Canada)
2765,neutral,1,-118.385912,-118.385912,United,-118.385912,JPKirchmeier,-118.385912,0,@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2),40.74804263,-118.385912,2/20/2015 15:32,"Evanston, IL",Central Time (US & Canada)
2766,negative,1,Customer Service Issue,1,United,-118.385912,cruzontour,-118.385912,0,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",29.98454639,-95.33856899,2/20/2015 15:30,"Los Angeles, CA",Alaska
2767,negative,1,Bad Flight,0.6907,United,-118.385912,AtulKC,-118.385912,0,@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.,40.74804263,-118.385912,2/20/2015 15:22,Greater New York City Area,Eastern Time (US & Canada)
2768,negative,1,Late Flight,1,United,-118.385912,DreLongo,-118.385912,1,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,40.74804263,-118.385912,2/20/2015 15:13,Boston,-118.385912
2769,positive,1,-118.385912,-118.385912,United,-118.385912,ibrowning85,-118.385912,0,@united all good man it isn't your fault that plane is having maintenance issues,40.74804263,-118.385912,2/20/2015 15:11,-118.385912,-118.385912
2770,negative,1,Late Flight,1,United,-118.385912,fambai,-118.385912,0,@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,40.74804263,-118.385912,2/20/2015 15:09,the nation's capital,Eastern Time (US & Canada)
2771,negative,0.6778,Can't Tell,0.6778,United,-118.385912,GoBeavs808,-118.385912,0,@united Yes but unbelievable.  Should have a free fare lock,40.74804263,-118.385912,2/20/2015 15:06,Radford HS,-118.385912
2772,positive,0.6755,-118.385912,-118.385912,United,-118.385912,BattierCCIpuppy,-118.385912,1,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,40.74804263,-118.385912,2/20/2015 15:03,"Sacramento, CA",-118.385912
2773,negative,1,Late Flight,1,United,-118.385912,RegYohanan,-118.385912,1,"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/",40.74804263,-118.385912,2/20/2015 15:02,-118.385912,-118.385912
2774,negative,1,Can't Tell,0.6285,United,-118.385912,wisemana,-118.385912,0,"@united it should be free like other airlines! Again, it’s not 1997 anymore.",40.74804263,-118.385912,2/20/2015 14:50,"washington, dc",Eastern Time (US & Canada)
2775,negative,0.665,Late Flight,0.335,United,-118.385912,ChrisLaylin,-118.385912,0,@united Existing reservation is fine. I was talking about no longer having an 0600 CMH-ORD option. 0638 gets me in too Late Flight.,0,0,2/20/2015 14:48,"Powell, OH",Eastern Time (US & Canada)
2776,neutral,0.7008,-118.385912,0,United,-118.385912,Heaton52,-118.385912,0,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv,40.74804263,-118.385912,2/20/2015 14:47,-118.385912,Central Time (US & Canada)
2777,neutral,0.68,-118.385912,-118.385912,United,-118.385912,jacobburkholder,-118.385912,0,@united Lindsay and ??.  Darn.  Terrible memory on my part.  I know they are headed back to IAD and then PIT tonight.,40.74804263,-118.385912,2/20/2015 14:43,"#avgeek, United 1K",Central Time (US & Canada)
2778,negative,1,Customer Service Issue,0.3404,United,-118.385912,caseymugar,-118.385912,0,"@united I know. I’m sure you hear it all the time — don’t like the new seats. I’m a small guy, 5’ 6” and I feel the new planes are tight",40.74804263,-118.385912,2/20/2015 14:42,"Culver City, CA",Pacific Time (US & Canada)
2779,negative,1,Late Flight,1,United,-118.385912,Csqd,-118.385912,0,@united how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs,41.9653255,-87.87535719,2/20/2015 14:41,"Vail, CO",Mountain Time (US & Canada)
2780,neutral,0.6202,-118.385912,-118.385912,United,-118.385912,yuethomas,-118.385912,0,"@united OK, thanks for the clarification.",40.74804263,-118.385912,2/20/2015 14:40,"San Jose, CA",Pacific Time (US & Canada)
2781,positive,0.3414,-118.385912,0,United,-118.385912,matsmall,-118.385912,0,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,0,0,2/20/2015 14:38,Oakland,Pacific Time (US & Canada)
2782,negative,1,Can't Tell,0.6582,United,-118.385912,AlsoRococo,-118.385912,1,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.,40.74804263,-118.385912,2/20/2015 14:37,Los Angeles,Pacific Time (US & Canada)
2783,negative,1,Late Flight,1,United,-118.385912,ibrowning85,-118.385912,0,@united delayed another hour,40.74804263,-118.385912,2/20/2015 14:36,-118.385912,-118.385912
2784,neutral,1,-118.385912,-118.385912,United,-118.385912,bethweesner,-118.385912,0,@united as a million mile flier I'm embarrassed to ask how long ago his launched?,40.74804263,-118.385912,2/20/2015 14:35,"San Francisco, CA",Pacific Time (US & Canada)
2785,negative,1,Flight Booking Problems,0.3617,United,-118.385912,ThePappaShacks,-118.385912,0,@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...,40.74804263,-118.385912,2/20/2015 14:35,Denver,-118.385912
2786,negative,0.6718,Can't Tell,0.3435,United,-118.385912,johnwoodRTR,-118.385912,0,@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail,37.78736562,-122.4086516,2/20/2015 14:32,Hong Kong,Eastern Time (US & Canada)
2787,negative,1,Lost Luggage,1,United,-118.385912,AlsoRococo,-118.385912,1,"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.",40.74804263,-118.385912,2/20/2015 14:31,Los Angeles,Pacific Time (US & Canada)
2788,negative,0.7129,Bad Flight,0.7129,United,-118.385912,caseymugar,-118.385912,0,"@united add wifi, entertainment and the old seats and i’ll come back.",40.74804263,-118.385912,2/20/2015 14:28,"Culver City, CA",Pacific Time (US & Canada)
2789,negative,1,Late Flight,1,United,-118.385912,ibrowning85,-118.385912,1,@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!,40.74804263,-118.385912,2/20/2015 14:26,-118.385912,-118.385912
2790,positive,1,-118.385912,-118.385912,United,-118.385912,__ciberpepe,-118.385912,0,@united : thanks! i will catch my conection! :),40.74804263,-118.385912,2/20/2015 14:26,-118.385912,-118.385912
2791,negative,1,Bad Flight,0.6739,United,-118.385912,wisemana,-118.385912,0,@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!,40.74804263,-118.385912,2/20/2015 14:25,"washington, dc",Eastern Time (US & Canada)
2792,negative,0.7112,Late Flight,0.3581,United,-118.385912,CpyburnDC,-118.385912,1,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo",40.74804263,-118.385912,2/20/2015 14:23,"Washington, DC",Eastern Time (US & Canada)
2793,negative,0.6795,Can't Tell,0.3441,United,-118.385912,nate2482,-118.385912,0,@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...,40.74804263,-118.385912,2/20/2015 14:23,"Parkersburg, WV",Eastern Time (US & Canada)
2794,negative,1,Lost Luggage,0.6722,United,-118.385912,AlsoRococo,-118.385912,0,"@united next time I will not volunteer to let you gate check my bag for space, since you obviously can't deliver it in a timely manner.",40.74804263,-118.385912,2/20/2015 14:20,Los Angeles,Pacific Time (US & Canada)
2795,negative,1,Lost Luggage,0.6701,United,-118.385912,AlsoRococo,-118.385912,0,"@united I'm sorry it's cold in chicago, but I don't see why that means it takes 45 minutes for my priority bag to show up on the carousel.",40.74804263,-118.385912,2/20/2015 14:19,Los Angeles,Pacific Time (US & Canada)
2796,neutral,0.6772,-118.385912,0,United,-118.385912,44Stocker,-118.385912,0,@united how long does it take for customer feedback to respond to a complaint?,40.74804263,-118.385912,2/20/2015 14:11,-118.385912,-118.385912
2797,negative,1,Can't Tell,0.6478,United,-118.385912,SchrammRyan,-118.385912,0,@united you are making me miss big snow in Montana. Not cool.,40.74804263,-118.385912,2/20/2015 14:11,-118.385912,Eastern Time (US & Canada)
2798,negative,1,Flight Booking Problems,0.3503,United,-118.385912,jeeden_1,-118.385912,0,@united you might be the only airline not offering waivers...keep up the good fight,40.74804263,-118.385912,2/20/2015 14:09,"Purcellville, VA",-118.385912
2799,neutral,1,-118.385912,-118.385912,United,-118.385912,jeeden_1,-118.385912,0,@united or frontier ... http://t.co/n8WiNFu6C5,40.74804263,-118.385912,2/20/2015 14:08,"Purcellville, VA",-118.385912
2800,positive,1,-118.385912,-118.385912,United,-118.385912,KennethRMurray,-118.385912,0,@united Thank you. Any help is appreciated.,40.74804263,-118.385912,2/20/2015 14:06,"Kenosha, WI",Central Time (US & Canada)
2801,neutral,1,-118.385912,-118.385912,United,-118.385912,jayfalck,-118.385912,0,"@united FYI, went through this on similar flight last week.",40.74804263,-118.385912,2/20/2015 14:05,"Austin, TX",Central Time (US & Canada)
2802,negative,1,Customer Service Issue,0.3467,United,-118.385912,jayfalck,-118.385912,0,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,40.74804263,-118.385912,2/20/2015 14:04,"Austin, TX",Central Time (US & Canada)
2803,negative,1,Lost Luggage,1,United,-118.385912,christinerimay,-118.385912,0,@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated,40.74804263,-118.385912,2/20/2015 14:03,Someplace saving something,Eastern Time (US & Canada)
2804,neutral,1,-118.385912,-118.385912,United,-118.385912,yuethomas,-118.385912,0,@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?,40.74804263,-118.385912,2/20/2015 14:01,"San Jose, CA",Pacific Time (US & Canada)
2805,neutral,1,-118.385912,-118.385912,United,-118.385912,jeeden_1,-118.385912,0,@united or us air: http://t.co/Eis9hcNPrO,40.74804263,-118.385912,2/20/2015 14:00,"Purcellville, VA",-118.385912
2806,negative,1,Can't Tell,0.6578,United,-118.385912,jeeden_1,-118.385912,0,@united we can't all be american airlines I suppose... http://t.co/0EWj7oKlji,40.74804263,-118.385912,2/20/2015 13:58,"Purcellville, VA",-118.385912
2807,negative,1,Bad Flight,0.6458,United,-118.385912,Paul_Faust,-118.385912,1,@united Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks,40.74804263,-118.385912,2/20/2015 13:52,New York,-118.385912
2808,neutral,0.688,-118.385912,0,United,-118.385912,jeeden_1,-118.385912,0,"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv",40.74804263,-118.385912,2/20/2015 13:48,"Purcellville, VA",-118.385912
2809,positive,1,-118.385912,-118.385912,United,-118.385912,Coco_Flotte,-118.385912,0,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,40.74804263,-118.385912,2/20/2015 13:45,Deutschland,Prague
2810,negative,1,Cancelled Flight,1,United,-118.385912,nate2482,-118.385912,1,@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.,40.74804263,-118.385912,2/20/2015 13:38,"Parkersburg, WV",Eastern Time (US & Canada)
2811,neutral,0.7246,-118.385912,-118.385912,United,-118.385912,KeldaPharris,-118.385912,1,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS",40.74804263,-118.385912,2/20/2015 13:37,Aberdeen,Central Time (US & Canada)
2812,negative,1,Customer Service Issue,0.6806,United,-118.385912,bretlonder,-118.385912,0,".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united",40.74804263,-118.385912,2/20/2015 13:32,"San Diego, CA",Central Time (US & Canada)
2813,neutral,0.6491,-118.385912,0,United,-118.385912,jeeden_1,-118.385912,0,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?",40.74804263,-118.385912,2/20/2015 13:31,"Purcellville, VA",-118.385912
2814,neutral,0.661,-118.385912,0,United,-118.385912,divvashi,-118.385912,0,@united yes! I'll be sending an email to customer service today.,40.74804263,-118.385912,2/20/2015 13:31,-118.385912,Eastern Time (US & Canada)
2815,negative,0.6706,Customer Service Issue,0.6706,United,-118.385912,bretlonder,-118.385912,0,"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.",40.74804263,-118.385912,2/20/2015 13:30,"San Diego, CA",Central Time (US & Canada)
2816,negative,1,Damaged Luggage,0.6383,United,-118.385912,AlexanderPancoe,-118.385912,1,@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH,40.74804263,-118.385912,2/20/2015 13:29,Chicago,Central Time (US & Canada)
2817,negative,1,Customer Service Issue,1,United,-118.385912,ADolledUpBlog,-118.385912,1,@united why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,40.74804263,-118.385912,2/20/2015 13:26,"Salt Lake City, UT",Mountain Time (US & Canada)
2818,negative,1,Customer Service Issue,0.6503,United,-118.385912,andreamvdlg,-118.385912,1,@united this means within one week i will have filed 2 compensation complaints to your website,40.74804263,-118.385912,2/20/2015 13:26,Edinbrah ,Eastern Time (US & Canada)
2819,negative,0.6869,Can't Tell,0.3434,United,-118.385912,andreamvdlg,-118.385912,0,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",40.74804263,-118.385912,2/20/2015 13:26,Edinbrah ,Eastern Time (US & Canada)
2820,positive,0.6561,-118.385912,-118.385912,United,-118.385912,d_goodspeed,-118.385912,0,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,33.63992689,-84.44705534,2/20/2015 13:25,USA,Central Time (US & Canada)
2821,negative,1,Customer Service Issue,0.662,United,-118.385912,KennethRMurray,-118.385912,0,@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,40.74804263,-118.385912,2/20/2015 13:23,"Kenosha, WI",Central Time (US & Canada)
2822,neutral,1,-118.385912,-118.385912,United,-118.385912,middlebrowmadam,-118.385912,0,@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,40.74804263,-118.385912,2/20/2015 13:23,Southern California,Pacific Time (US & Canada)
2823,neutral,1,-118.385912,-118.385912,United,-118.385912,dlm_3,-118.385912,0,@united dmangen@visualclubconcepts.com,40.74804263,-118.385912,2/20/2015 13:22,Global,Eastern Time (US & Canada)
2824,neutral,1,-118.385912,-118.385912,United,-118.385912,Bigmenk65,-118.385912,0,"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",40.74804263,-118.385912,2/20/2015 13:21,-118.385912,-118.385912
2825,negative,1,Late Flight,0.6522,United,-118.385912,andreamvdlg,-118.385912,1,@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.,40.74804263,-118.385912,2/20/2015 13:20,Edinbrah ,Eastern Time (US & Canada)
2826,negative,1,Customer Service Issue,0.648,United,-118.385912,andreamvdlg,-118.385912,0,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",40.74804263,-118.385912,2/20/2015 13:19,Edinbrah ,Eastern Time (US & Canada)
2827,negative,1,Customer Service Issue,0.3438,United,-118.385912,andreamvdlg,-118.385912,0,@united with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,40.74804263,-118.385912,2/20/2015 13:18,Edinbrah ,Eastern Time (US & Canada)
2828,negative,1,Bad Flight,1,United,-118.385912,justindoll,-118.385912,1,"@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",40.74804263,-118.385912,2/20/2015 13:17,"Salt Lake City, UT",Mountain Time (US & Canada)
2829,negative,1,Can't Tell,0.672,United,-118.385912,ADolledUpBlog,-118.385912,0,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,40.74804263,-118.385912,2/20/2015 13:16,"Salt Lake City, UT",Mountain Time (US & Canada)
2830,neutral,1,-118.385912,-118.385912,United,-118.385912,SocialMktgFella,-118.385912,0,@united need to add service dog to my itinerary for tomorrow,0,0,2/20/2015 13:15,"San Francisco, CA",Pacific Time (US & Canada)
2831,negative,1,Late Flight,1,United,-118.385912,ADolledUpBlog,-118.385912,1,"@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly",40.74804263,-118.385912,2/20/2015 13:15,"Salt Lake City, UT",Mountain Time (US & Canada)
2832,negative,0.6747,Bad Flight,0.3477,United,-118.385912,d_goodspeed,-118.385912,0,@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,33.64314381,-84.44252134,2/20/2015 13:14,USA,Central Time (US & Canada)
2833,negative,1,Can't Tell,0.6632,United,-118.385912,megane_ko,-118.385912,1,@united I can't even look at you right now. I'll call you when I'm not so mad.,40.74804263,-118.385912,2/20/2015 13:09,Montana,Mountain Time (US & Canada)
2834,neutral,1,-118.385912,-118.385912,United,-118.385912,bugstory,-118.385912,0,@united DM ed u the request num,40.74804263,-118.385912,2/20/2015 13:02,"Baltimore, MD",Eastern Time (US & Canada)
2835,negative,1,Customer Service Issue,1,United,-118.385912,bugstory,-118.385912,0,"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",40.74804263,-118.385912,2/20/2015 13:01,"Baltimore, MD",Eastern Time (US & Canada)
2836,negative,0.6639,Late Flight,0.3706,United,-118.385912,LRuns4Cupcakes,-118.385912,0,"@united Nope, still sitting at the gate!",40.74804263,-118.385912,2/20/2015 13:00,NY,-118.385912
2837,neutral,1,-118.385912,-118.385912,United,-118.385912,Gouwerijn,-118.385912,0,"@united bagage which i take to in the cabin i dont need to check-in,correct?",40.74804263,-118.385912,2/20/2015 12:57,Alphen aan den Rijn,Amsterdam
2838,neutral,1,-118.385912,-118.385912,United,-118.385912,bugstory,-118.385912,0,@united exactly,40.74804263,-118.385912,2/20/2015 12:51,"Baltimore, MD",Eastern Time (US & Canada)
2839,negative,0.6972,Late Flight,0.6972,United,-118.385912,bugstory,-118.385912,0,@united the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,40.74804263,-118.385912,2/20/2015 12:48,"Baltimore, MD",Eastern Time (US & Canada)
2840,negative,1,Cancelled Flight,1,United,-118.385912,bugstory,-118.385912,0,"@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations",40.74804263,-118.385912,2/20/2015 12:47,"Baltimore, MD",Eastern Time (US & Canada)
2841,positive,1,-118.385912,-118.385912,United,-118.385912,dekt,-118.385912,0,@united thank you.. Appreciate the response,40.74804263,-118.385912,2/20/2015 12:44,San Francisco ,Pacific Time (US & Canada)
